text,label
Your order #486390 will arrive on 2025-05-13,0
Your order #598104 will arrive on 2025-05-18,0
Your order #144003 will arrive on 2025-05-15,0
Your order #140551 will arrive on 2025-05-11,0
Your order #600794 will arrive on 2025-05-03,0
Your order #583576 will arrive on 2025-05-03,0
Your order #31895 will arrive on 2025-05-13,0
Your order #522811 will arrive on 2025-05-04,0
Your order #650542 will arrive on 2025-05-13,0
Your order #411543 will arrive on 2025-05-02,0
Your order #640567 will arrive on 2025-05-20,0
Your order #440033 will arrive on 2025-05-07,0
Your order #69175 will arrive on 2025-05-18,0
Your order #728247 will arrive on 2025-05-06,0
Your order #176446 will arrive on 2025-05-25,0
Your order #982869 will arrive on 2025-05-08,0
Your order #376256 will arrive on 2025-05-14,0
Your order #448520 will arrive on 2025-05-25,0
Your order #974031 will arrive on 2025-05-20,0
Your order #778252 will arrive on 2025-05-24,0
Your order #35472 will arrive on 2025-05-25,0
Your order #376523 will arrive on 2025-05-05,0
Your order #586968 will arrive on 2025-05-10,0
Your order #911036 will arrive on 2025-05-22,0
Your order #59390 will arrive on 2025-05-06,0
Your order #922437 will arrive on 2025-05-10,0
Your order #796467 will arrive on 2025-05-20,0
Your order #712312 will arrive on 2025-05-18,0
Your order #984586 will arrive on 2025-05-11,0
Your order #12655 will arrive on 2025-05-09,0
Your order #578014 will arrive on 2025-05-13,0
Your order #621687 will arrive on 2025-05-13,0
Your order #493930 will arrive on 2025-05-15,0
Your order #787192 will arrive on 2025-05-25,0
Your order #410631 will arrive on 2025-05-24,0
Your order #612569 will arrive on 2025-05-02,0
Your order #469275 will arrive on 2025-05-17,0
Your order #74992 will arrive on 2025-05-08,0
Your order #90297 will arrive on 2025-05-03,0
Your order #167166 will arrive on 2025-05-21,0
Your order #361905 will arrive on 2025-05-23,0
Your order #632736 will arrive on 2025-05-15,0
Your order #251427 will arrive on 2025-05-21,0
Your order #951623 will arrive on 2025-05-22,0
Your order #708555 will arrive on 2025-05-23,0
Your order #488358 will arrive on 2025-05-14,0
Your order #751342 will arrive on 2025-05-22,0
Your order #97714 will arrive on 2025-05-09,0
Your order #707244 will arrive on 2025-05-01,0
Your order #866646 will arrive on 2025-05-22,0
Your order #896149 will arrive on 2025-05-15,0
Your order #576740 will arrive on 2025-05-09,0
Your order #475268 will arrive on 2025-05-15,0
Your order #373913 will arrive on 2025-05-23,0
Your order #821170 will arrive on 2025-05-24,0
Your order #820379 will arrive on 2025-05-16,0
Your order #629472 will arrive on 2025-05-11,0
Your order #761195 will arrive on 2025-05-15,0
Your order #396608 will arrive on 2025-05-16,0
Your order #227485 will arrive on 2025-05-25,0
Your order #333739 will arrive on 2025-05-22,0
Your order #162793 will arrive on 2025-05-11,0
Your order #268388 will arrive on 2025-05-13,0
Your order #209367 will arrive on 2025-05-10,0
Your order #103574 will arrive on 2025-05-14,0
Your order #119748 will arrive on 2025-05-16,0
Your order #306801 will arrive on 2025-05-05,0
Your order #704235 will arrive on 2025-05-08,0
Your order #525637 will arrive on 2025-05-05,0
Your order #436420 will arrive on 2025-05-18,0
Your order #374298 will arrive on 2025-05-18,0
Your order #424228 will arrive on 2025-05-24,0
Your order #938505 will arrive on 2025-05-14,0
Your order #652168 will arrive on 2025-05-21,0
Your order #362869 will arrive on 2025-05-04,0
Your order #31175 will arrive on 2025-05-01,0
Your order #910032 will arrive on 2025-05-09,0
Your order #803363 will arrive on 2025-05-15,0
Your order #138049 will arrive on 2025-05-13,0
Your order #514092 will arrive on 2025-05-16,0
Your order #782661 will arrive on 2025-05-07,0
Your order #561827 will arrive on 2025-05-09,0
Your order #295771 will arrive on 2025-05-05,0
Your order #849193 will arrive on 2025-05-05,0
Your order #756651 will arrive on 2025-05-15,0
Your order #886961 will arrive on 2025-05-14,0
Your order #267442 will arrive on 2025-05-01,0
Your order #216794 will arrive on 2025-05-12,0
Your order #982426 will arrive on 2025-05-16,0
Your order #861701 will arrive on 2025-05-07,0
Your order #44764 will arrive on 2025-05-04,0
Your order #607443 will arrive on 2025-05-06,0
Your order #383819 will arrive on 2025-05-23,0
Your order #281274 will arrive on 2025-05-20,0
Your order #228552 will arrive on 2025-05-12,0
Your order #480370 will arrive on 2025-05-08,0
Your order #872934 will arrive on 2025-05-12,0
Your order #707356 will arrive on 2025-05-21,0
Your order #482804 will arrive on 2025-05-23,0
Your order #424626 will arrive on 2025-05-20,0
Your order #161694 will arrive on 2025-05-20,0
Your order #497024 will arrive on 2025-05-21,0
Your order #938239 will arrive on 2025-05-09,0
Your order #778028 will arrive on 2025-05-24,0
Your order #376526 will arrive on 2025-05-20,0
Your order #231409 will arrive on 2025-05-23,0
Your order #548758 will arrive on 2025-05-13,0
Your order #479550 will arrive on 2025-05-18,0
Your order #780567 will arrive on 2025-05-03,0
Your order #800658 will arrive on 2025-05-01,0
Your order #848409 will arrive on 2025-05-13,0
Your order #432223 will arrive on 2025-05-07,0
Your order #319741 will arrive on 2025-05-11,0
Your order #273627 will arrive on 2025-05-13,0
Your order #770766 will arrive on 2025-05-11,0
Your order #237630 will arrive on 2025-05-22,0
Your order #722549 will arrive on 2025-05-24,0
Your order #924133 will arrive on 2025-05-15,0
Your order #572199 will arrive on 2025-05-23,0
Your order #819969 will arrive on 2025-05-04,0
Your order #837746 will arrive on 2025-05-20,0
Your order #922636 will arrive on 2025-05-24,0
Your order #559221 will arrive on 2025-05-22,0
Your order #783883 will arrive on 2025-05-22,0
Your order #314189 will arrive on 2025-05-05,0
Your order #697264 will arrive on 2025-05-24,0
Your order #165666 will arrive on 2025-05-10,0
Your order #894541 will arrive on 2025-05-01,0
Your order #177222 will arrive on 2025-05-03,0
Your order #915413 will arrive on 2025-05-09,0
Your order #404383 will arrive on 2025-05-14,0
Your order #691470 will arrive on 2025-05-17,0
Your order #803818 will arrive on 2025-05-09,0
Your order #702791 will arrive on 2025-05-01,0
Your order #100533 will arrive on 2025-05-18,0
Your order #129938 will arrive on 2025-05-13,0
Your order #482372 will arrive on 2025-05-17,0
Your order #20220 will arrive on 2025-05-19,0
Your order #720708 will arrive on 2025-05-19,0
Your order #842865 will arrive on 2025-05-09,0
Your order #635464 will arrive on 2025-05-20,0
Your order #314953 will arrive on 2025-05-17,0
Your order #825726 will arrive on 2025-05-16,0
Your order #386701 will arrive on 2025-05-09,0
Your order #923470 will arrive on 2025-05-03,0
Your order #710956 will arrive on 2025-05-05,0
Your order #479086 will arrive on 2025-05-19,0
Your order #291109 will arrive on 2025-05-18,0
Your order #528042 will arrive on 2025-05-25,0
Your order #935355 will arrive on 2025-05-14,0
Your order #465912 will arrive on 2025-05-02,0
Your order #931457 will arrive on 2025-05-24,0
Your order #130781 will arrive on 2025-05-03,0
Your order #337830 will arrive on 2025-05-11,0
Your order #474808 will arrive on 2025-05-02,0
Your order #420721 will arrive on 2025-05-11,0
Your order #597115 will arrive on 2025-05-04,0
Your order #464589 will arrive on 2025-05-15,0
Your order #656638 will arrive on 2025-05-19,0
Your order #524284 will arrive on 2025-05-10,0
Your order #395838 will arrive on 2025-05-24,0
Your order #49171 will arrive on 2025-05-11,0
Your order #563059 will arrive on 2025-05-10,0
Your order #223375 will arrive on 2025-05-05,0
Your order #256610 will arrive on 2025-05-19,0
Your order #994938 will arrive on 2025-05-23,0
Your order #405086 will arrive on 2025-05-05,0
Your order #939889 will arrive on 2025-05-12,0
Your order #24347 will arrive on 2025-05-01,0
Your order #896153 will arrive on 2025-05-05,0
Your order #252479 will arrive on 2025-05-08,0
Your order #324704 will arrive on 2025-05-19,0
Your order #38639 will arrive on 2025-05-24,0
Your order #153440 will arrive on 2025-05-15,0
Your order #446151 will arrive on 2025-05-13,0
Your order #682624 will arrive on 2025-05-13,0
Your order #150025 will arrive on 2025-05-04,0
Your order #765128 will arrive on 2025-05-02,0
Your order #849638 will arrive on 2025-05-11,0
Your order #791615 will arrive on 2025-05-25,0
Your order #758050 will arrive on 2025-05-08,0
Your order #983071 will arrive on 2025-05-22,0
Your order #262550 will arrive on 2025-05-21,0
Your order #655172 will arrive on 2025-05-02,0
Your order #21816 will arrive on 2025-05-01,0
Your order #133287 will arrive on 2025-05-25,0
Your order #54695 will arrive on 2025-05-15,0
Your order #514290 will arrive on 2025-05-12,0
Your order #294352 will arrive on 2025-05-13,0
Your order #969533 will arrive on 2025-05-24,0
Your order #621365 will arrive on 2025-05-04,0
Your order #796475 will arrive on 2025-05-15,0
Your order #373277 will arrive on 2025-05-01,0
Your order #943599 will arrive on 2025-05-22,0
Your order #255585 will arrive on 2025-05-25,0
Your order #346547 will arrive on 2025-05-25,0
Your order #310841 will arrive on 2025-05-16,0
Your order #804878 will arrive on 2025-05-13,0
Your order #184531 will arrive on 2025-05-09,0
Your order #238042 will arrive on 2025-05-13,0
Your order #530995 will arrive on 2025-05-08,0
Your order #745558 will arrive on 2025-05-05,0
Your order #704413 will arrive on 2025-05-19,0
Your order #143301 will arrive on 2025-05-20,0
Your order #51357 will arrive on 2025-05-18,0
Your order #762752 will arrive on 2025-05-13,0
Your order #526676 will arrive on 2025-05-16,0
Your order #206111 will arrive on 2025-05-23,0
Your order #91941 will arrive on 2025-05-23,0
Your order #101012 will arrive on 2025-05-09,0
Your order #564691 will arrive on 2025-05-10,0
Your order #509103 will arrive on 2025-05-13,0
Your order #508202 will arrive on 2025-05-04,0
Your order #300247 will arrive on 2025-05-04,0
Your order #307369 will arrive on 2025-05-19,0
Your order #341727 will arrive on 2025-05-09,0
Your order #807418 will arrive on 2025-05-09,0
Your order #474086 will arrive on 2025-05-02,0
Your order #808502 will arrive on 2025-05-11,0
Your order #891798 will arrive on 2025-05-09,0
Your order #761626 will arrive on 2025-05-15,0
Your order #587016 will arrive on 2025-05-01,0
Your order #179106 will arrive on 2025-05-14,0
Your order #315403 will arrive on 2025-05-12,0
Your order #2432 will arrive on 2025-05-02,0
Your order #909463 will arrive on 2025-05-14,0
Your order #822669 will arrive on 2025-05-13,0
Your order #321041 will arrive on 2025-05-20,0
Your order #890157 will arrive on 2025-05-08,0
Your order #716372 will arrive on 2025-05-15,0
Your order #161937 will arrive on 2025-05-08,0
Your order #272527 will arrive on 2025-05-14,0
Your order #852397 will arrive on 2025-05-03,0
Your order #909561 will arrive on 2025-05-19,0
Your order #949974 will arrive on 2025-05-16,0
Your order #916965 will arrive on 2025-05-21,0
Your order #269921 will arrive on 2025-05-01,0
Your order #110772 will arrive on 2025-05-01,0
Your order #157832 will arrive on 2025-05-11,0
Your order #81571 will arrive on 2025-05-16,0
Your order #207378 will arrive on 2025-05-20,0
Your order #150537 will arrive on 2025-05-11,0
Your order #629533 will arrive on 2025-05-14,0
Your order #65270 will arrive on 2025-05-02,0
Your order #125986 will arrive on 2025-05-02,0
Your order #410329 will arrive on 2025-05-18,0
Your order #398583 will arrive on 2025-05-16,0
Your order #286850 will arrive on 2025-05-01,0
Your order #674769 will arrive on 2025-05-22,0
Your order #263014 will arrive on 2025-05-11,0
Your order #998921 will arrive on 2025-05-21,0
Your order #40719 will arrive on 2025-05-24,0
Your order #935096 will arrive on 2025-05-15,0
Your order #131760 will arrive on 2025-05-18,0
Your order #442168 will arrive on 2025-05-02,0
Your order #950291 will arrive on 2025-05-04,0
Your order #156691 will arrive on 2025-05-07,0
Your order #860775 will arrive on 2025-05-17,0
Your order #580479 will arrive on 2025-05-24,0
Your order #139723 will arrive on 2025-05-07,0
Your order #903955 will arrive on 2025-05-12,0
Your order #967577 will arrive on 2025-05-05,0
Your order #662655 will arrive on 2025-05-22,0
Your order #553514 will arrive on 2025-05-21,0
Your order #636875 will arrive on 2025-05-06,0
Your order #893713 will arrive on 2025-05-07,0
Your order #151879 will arrive on 2025-05-07,0
Your order #927163 will arrive on 2025-05-05,0
Your order #1943 will arrive on 2025-05-24,0
Your order #715005 will arrive on 2025-05-04,0
Your order #16063 will arrive on 2025-05-16,0
Your order #43592 will arrive on 2025-05-25,0
Your order #325298 will arrive on 2025-05-02,0
Your order #479361 will arrive on 2025-05-04,0
Your order #714909 will arrive on 2025-05-15,0
Your order #207611 will arrive on 2025-05-11,0
Your order #428176 will arrive on 2025-05-14,0
Your order #502778 will arrive on 2025-05-23,0
Your order #946587 will arrive on 2025-05-15,0
Your order #864124 will arrive on 2025-05-08,0
Your order #64885 will arrive on 2025-05-14,0
Your order #850074 will arrive on 2025-05-24,0
Your order #15852 will arrive on 2025-05-07,0
Your order #185173 will arrive on 2025-05-20,0
Your order #612421 will arrive on 2025-05-05,0
Your order #388024 will arrive on 2025-05-14,0
Your order #92127 will arrive on 2025-05-11,0
Your order #517232 will arrive on 2025-05-25,0
Your order #109648 will arrive on 2025-05-07,0
Your order #711756 will arrive on 2025-05-04,0
Your order #233609 will arrive on 2025-05-25,0
Your order #57145 will arrive on 2025-05-08,0
Your order #835147 will arrive on 2025-05-17,0
Your order #370117 will arrive on 2025-05-14,0
Your order #68483 will arrive on 2025-05-22,0
Your order #465298 will arrive on 2025-05-17,0
Your order #574814 will arrive on 2025-05-24,0
Your order #104126 will arrive on 2025-05-07,0
Your order #377584 will arrive on 2025-05-14,0
Your order #937547 will arrive on 2025-05-04,0
Your order #557571 will arrive on 2025-05-09,0
Your order #705913 will arrive on 2025-05-01,0
Your order #555321 will arrive on 2025-05-01,0
Your order #113834 will arrive on 2025-05-03,0
Your order #422080 will arrive on 2025-05-01,0
Your order #920822 will arrive on 2025-05-15,0
Your order #429317 will arrive on 2025-05-14,0
Your order #516753 will arrive on 2025-05-18,0
Your order #526212 will arrive on 2025-05-22,0
Your order #796385 will arrive on 2025-05-25,0
Your order #109944 will arrive on 2025-05-12,0
Your order #422004 will arrive on 2025-05-07,0
Your order #649119 will arrive on 2025-05-06,0
Your order #993879 will arrive on 2025-05-06,0
Your order #858697 will arrive on 2025-05-20,0
Your order #770114 will arrive on 2025-05-06,0
Your order #928038 will arrive on 2025-05-19,0
Your order #397292 will arrive on 2025-05-16,0
Your order #29843 will arrive on 2025-05-09,0
Your order #764533 will arrive on 2025-05-23,0
Your order #934867 will arrive on 2025-05-12,0
Your order #685316 will arrive on 2025-05-01,0
Your order #270614 will arrive on 2025-05-14,0
Your order #907013 will arrive on 2025-05-14,0
Your order #297503 will arrive on 2025-05-19,0
Your order #329550 will arrive on 2025-05-09,0
Your order #110804 will arrive on 2025-05-05,0
Your order #815298 will arrive on 2025-05-02,0
Your order #467365 will arrive on 2025-05-08,0
Your order #39065 will arrive on 2025-05-11,0
Your order #6229 will arrive on 2025-05-23,0
Your order #543893 will arrive on 2025-05-11,0
Your order #855030 will arrive on 2025-05-12,0
Your order #236047 will arrive on 2025-05-23,0
Your order #857701 will arrive on 2025-05-21,0
Your order #939056 will arrive on 2025-05-03,0
Your order #999664 will arrive on 2025-05-15,0
Your order #158727 will arrive on 2025-05-20,0
Your order #861824 will arrive on 2025-05-12,0
Your order #575516 will arrive on 2025-05-04,0
Your order #99980 will arrive on 2025-05-25,0
Your order #711955 will arrive on 2025-05-23,0
Your order #994982 will arrive on 2025-05-04,0
Your order #653349 will arrive on 2025-05-07,0
Your order #84519 will arrive on 2025-05-18,0
Your order #874147 will arrive on 2025-05-03,0
Your order #205208 will arrive on 2025-05-07,0
Your order #599940 will arrive on 2025-05-09,0
Your order #694283 will arrive on 2025-05-05,0
Your order #603976 will arrive on 2025-05-10,0
Your order #630396 will arrive on 2025-05-11,0
Your order #291520 will arrive on 2025-05-13,0
Your order #911287 will arrive on 2025-05-10,0
Your order #662213 will arrive on 2025-05-24,0
Your order #309281 will arrive on 2025-05-19,0
Your order #709543 will arrive on 2025-05-16,0
Your order #58140 will arrive on 2025-05-03,0
Your order #940685 will arrive on 2025-05-20,0
Your order #498772 will arrive on 2025-05-03,0
Your order #475879 will arrive on 2025-05-02,0
Your order #918044 will arrive on 2025-05-13,0
Your order #780935 will arrive on 2025-05-15,0
Your order #39084 will arrive on 2025-05-17,0
Your order #381866 will arrive on 2025-05-21,0
Your order #843148 will arrive on 2025-05-13,0
Your order #666840 will arrive on 2025-05-15,0
Your order #941736 will arrive on 2025-05-12,0
Your order #997583 will arrive on 2025-05-05,0
Your order #902374 will arrive on 2025-05-10,0
Your order #522224 will arrive on 2025-05-10,0
Your order #670109 will arrive on 2025-05-10,0
Your order #247761 will arrive on 2025-05-22,0
Your order #459873 will arrive on 2025-05-24,0
Your order #810553 will arrive on 2025-05-19,0
Your order #442761 will arrive on 2025-05-16,0
Your order #497185 will arrive on 2025-05-02,0
Your order #171438 will arrive on 2025-05-14,0
Your order #573714 will arrive on 2025-05-03,0
Your order #622604 will arrive on 2025-05-10,0
Your order #435828 will arrive on 2025-05-06,0
Your order #720096 will arrive on 2025-05-21,0
Your order #286276 will arrive on 2025-05-13,0
Your order #174868 will arrive on 2025-05-15,0
Your order #421294 will arrive on 2025-05-18,0
Your order #283683 will arrive on 2025-05-11,0
Your order #411820 will arrive on 2025-05-12,0
Your order #15753 will arrive on 2025-05-12,0
Your order #642715 will arrive on 2025-05-21,0
Your order #611765 will arrive on 2025-05-20,0
Your order #691969 will arrive on 2025-05-23,0
Your order #203663 will arrive on 2025-05-15,0
Your order #669010 will arrive on 2025-05-12,0
Your order #408711 will arrive on 2025-05-12,0
Your order #8729 will arrive on 2025-05-21,0
Your order #122114 will arrive on 2025-05-04,0
Your order #673181 will arrive on 2025-05-19,0
Your order #135264 will arrive on 2025-05-13,0
Your order #488689 will arrive on 2025-05-10,0
Your order #831401 will arrive on 2025-05-14,0
Your order #963367 will arrive on 2025-05-15,0
Your order #594445 will arrive on 2025-05-03,0
Your order #618984 will arrive on 2025-05-12,0
Your order #937194 will arrive on 2025-05-10,0
Your order #649597 will arrive on 2025-05-10,0
Your order #635812 will arrive on 2025-05-20,0
Your order #606569 will arrive on 2025-05-19,0
